"type","country","total_amount","year"
"80章 锡及其制品","伊朗",2289000,"2019"
"80章 锡及其制品","日本",12122600,"2019"
"80章 锡及其制品","中国澳门",89600,"2019"
"80章 锡及其制品","马来西亚",2949800,"2019"
"80章 锡及其制品","阿曼",176400,"2019"
"80章 锡及其制品","巴基斯坦",513800,"2019"
"80章 锡及其制品","菲律宾",858200,"2019"
"80章 锡及其制品","沙特阿拉伯",1078000,"2019"
"80章 锡及其制品","新加坡",1338400,"2019"
"80章 锡及其制品","韩国",2598400,"2019"
"80章 锡及其制品","泰国",1696800,"2019"
"80章 锡及其制品","土耳其",85400,"2019"
"80章 锡及其制品","阿拉伯联合酋长国",232400,"2019"
"80章 锡及其制品","越南",2090200,"2019"
"80章 锡及其制品","中国台湾",3249400,"2019"
"80章 锡及其制品","哈萨克斯坦",277200,"2019"
"80章 锡及其制品","南非",1026200,"2019"
"80章 锡及其制品","欧洲联盟",24847200,"2019"
"80章 锡及其制品","比利时",351400,"2019"
"80章 锡及其制品","丹麦",1400,"2019"
"80章 锡及其制品","英国",296800,"2019"
"80章 锡及其制品","德国",165200,"2019"
"80章 锡及其制品","法国",44800,"2019"
"80章 锡及其制品","意大利",12177200,"2019"
"80章 锡及其制品","荷兰",9989000,"2019"
"80章 锡及其制品","西班牙",117600,"2019"
"80章 锡及其制品","奥地利",47600,"2019"
"80章 锡及其制品","芬兰",0,"2019"
"80章 锡及其制品","瑞典",30800,"2019"
"80章 锡及其制品","罗马尼亚",88200,"2019"
"80章 锡及其制品","瑞士",1400,"2019"
"80章 锡及其制品","俄罗斯联邦",274400,"2019"
"80章 锡及其制品","乌克兰",58800,"2019"
"80章 锡及其制品","阿根廷",15400,"2019"
"80章 锡及其制品","巴西",442400,"2019"
"80章 锡及其制品","智 利",1097600,"2019"
"80章 锡及其制品","加拿大",218400,"2019"
"80章 锡及其制品","美国",453600,"2019"
"80章 锡及其制品","澳大利亚",133000,"2019"
"80章 锡及其制品","新西兰",98000,"2019"
"81章 其他贱金属、金属陶瓷及其制品","缅甸",127400,"2019"
"81章 其他贱金属、金属陶瓷及其制品","中国香港",53821600,"2019"
"81章 其他贱金属、金属陶瓷及其制品","印度",211034600,"2019"
"81章 其他贱金属、金属陶瓷及其制品","印度尼西亚",20297200,"2019"
"81章 其他贱金属、金属陶瓷及其制品","伊朗",7898800,"2019"
"81章 其他贱金属、金属陶瓷及其制品","日本",365027600,"2019"
"81章 其他贱金属、金属陶瓷及其制品","中国澳门",571200,"2019"
"81章 其他贱金属、金属陶瓷及其制品","马来西亚",29250200,"2019"
"81章 其他贱金属、金属陶瓷及其制品","阿曼",1295000,"2019"
"81章 其他贱金属、金属陶瓷及其制品","巴基斯坦",7165200,"2019"
"81章 其他贱金属、金属陶瓷及其制品","菲律宾",5444600,"2019"
"81章 其他贱金属、金属陶瓷及其制品","沙特阿拉伯",15449000,"2019"
"81章 其他贱金属、金属陶瓷及其制品","新加坡",8143800,"2019"
"81章 其他贱金属、金属陶瓷及其制品","韩国",340901400,"2019"
"81章 其他贱金属、金属陶瓷及其制品","泰国",38152800,"2019"
"81章 其他贱金属、金属陶瓷及其制品","土耳其",44073400,"2019"
"81章 其他贱金属、金属陶瓷及其制品","阿拉伯联合酋长国",39912600,"2019"
"81章 其他贱金属、金属陶瓷及其制品","越南",17610600,"2019"
"81章 其他贱金属、金属陶瓷及其制品","中国台湾",122886400,"2019"
"81章 其他贱金属、金属陶瓷及其制品","哈萨克斯坦",4732000,"2019"
"81章 其他贱金属、金属陶瓷及其制品","南非",21292600,"2019"
"81章 其他贱金属、金属陶瓷及其制品","欧洲联盟",1099950600,"2019"
"81章 其他贱金属、金属陶瓷及其制品","比利时",41911800,"2019"
"81章 其他贱金属、金属陶瓷及其制品","丹麦",641200,"2019"
"81章 其他贱金属、金属陶瓷及其制品","英国",100808400,"2019"
"81章 其他贱金属、金属陶瓷及其制品","德国",126757400,"2019"
"81章 其他贱金属、金属陶瓷及其制品","法国",35771400,"2019"
"81章 其他贱金属、金属陶瓷及其制品","意大利",56285600,"2019"
"81章 其他贱金属、金属陶瓷及其制品","荷兰",487275600,"2019"
"81章 其他贱金属、金属陶瓷及其制品","西班牙",41743800,"2019"
"81章 其他贱金属、金属陶瓷及其制品","奥地利",9142000,"2019"
"81章 其他贱金属、金属陶瓷及其制品","芬兰",8320200,"2019"
"81章 其他贱金属、金属陶瓷及其制品","瑞典",32709600,"2019"
"81章 其他贱金属、金属陶瓷及其制品","罗马尼亚",27140400,"2019"
"81章 其他贱金属、金属陶瓷及其制品","瑞士",10980200,"2019"
"81章 其他贱金属、金属陶瓷及其制品","俄罗斯联邦",142067800,"2019"
"81章 其他贱金属、金属陶瓷及其制品","乌克兰",5350800,"2019"
"81章 其他贱金属、金属陶瓷及其制品","阿根廷",3785600,"2019"
"81章 其他贱金属、金属陶瓷及其制品","巴西",39530400,"2019"
"81章 其他贱金属、金属陶瓷及其制品","智 利",1239000,"2019"
"81章 其他贱金属、金属陶瓷及其制品","加拿大",197729000,"2019"
"81章 其他贱金属、金属陶瓷及其制品","美国",416253600,"2019"
"81章 其他贱金属、金属陶瓷及其制品","澳大利亚",15157800,"2019"
"81章 其他贱金属、金属陶瓷及其制品","新西兰",2717400,"2019"
"82章 贱金属器具、利口器、餐具及零件","缅甸",15194200,"2019"
"82章 贱金属器具、利口器、餐具及零件","中国香港",354774000,"2019"
"82章 贱金属器具、利口器、餐具及零件","印度",545553400,"2019"
"82章 贱金属器具、利口器、餐具及零件","印度尼西亚",323666000,"2019"
"82章 贱金属器具、利口器、餐具及零件","伊朗",84301000,"2019"
"82章 贱金属器具、利口器、餐具及零件","日本",621215000,"2019"
"82章 贱金属器具、利口器、餐具及零件","中国澳门",2885400,"2019"
"82章 贱金属器具、利口器、餐具及零件","马来西亚",275836400,"2019"
"82章 贱金属器具、利口器、餐具及零件","阿曼",8435000,"2019"
"82章 贱金属器具、利口器、餐具及零件","巴基斯坦",59374000,"2019"
"82章 贱金属器具、利口器、餐具及零件","菲律宾",201509000,"2019"
"82章 贱金属器具、利口器、餐具及零件","沙特阿拉伯",161651000,"2019"
"82章 贱金属器具、利口器、餐具及零件","新加坡",278843600,"2019"
"82章 贱金属器具、利口器、餐具及零件","韩国",411276600,"2019"
"82章 贱金属器具、利口器、餐具及零件","泰国",260397200,"2019"
"82章 贱金属器具、利口器、餐具及零件","土耳其",114683800,"2019"
"82章 贱金属器具、利口器、餐具及零件","阿拉伯联合酋长国",223995800,"2019"
"82章 贱金属器具、利口器、餐具及零件","越南",369034400,"2019"
"82章 贱金属器具、利口器、餐具及零件","中国台湾",243037200,"2019"
"82章 贱金属器具、利口器、餐具及零件","哈萨克斯坦",101598000,"2019"
"82章 贱金属器具、利口器、餐具及零件","南非",138433400,"2019"
"82章 贱金属器具、利口器、餐具及零件","欧洲联盟",3828885200,"2019"
"82章 贱金属器具、利口器、餐具及零件","比利时",208573400,"2019"
"82章 贱金属器具、利口器、餐具及零件","丹麦",34279000,"2019"
"82章 贱金属器具、利口器、餐具及零件","英国",497263200,"2019"
"82章 贱金属器具、利口器、餐具及零件","德国",939685600,"2019"
"82章 贱金属器具、利口器、餐具及零件","法国",340188800,"2019"
"82章 贱金属器具、利口器、餐具及零件","意大利",235929400,"2019"
"82章 贱金属器具、利口器、餐具及零件","荷兰",456611400,"2019"
"82章 贱金属器具、利口器、餐具及零件","西班牙",241868200,"2019"
"82章 贱金属器具、利口器、餐具及零件","奥地利",28879200,"2019"
"82章 贱金属器具、利口器、餐具及零件","芬兰",53039000,"2019"
"82章 贱金属器具、利口器、餐具及零件","瑞典",83855800,"2019"
"82章 贱金属器具、利口器、餐具及零件","罗马尼亚",56959000,"2019"
"82章 贱金属器具、利口器、餐具及零件","瑞士",29454600,"2019"
"82章 贱金属器具、利口器、餐具及零件","俄罗斯联邦",491822800,"2019"
"82章 贱金属器具、利口器、餐具及零件","乌克兰",86706200,"2019"
"82章 贱金属器具、利口器、餐具及零件","阿根廷",47192600,"2019"
"82章 贱金属器具、利口器、餐具及零件","巴西",332032400,"2019"
"82章 贱金属器具、利口器、餐具及零件","智 利",107494800,"2019"
"82章 贱金属器具、利口器、餐具及零件","加拿大",384791400,"2019"
"82章 贱金属器具、利口器、餐具及零件","美国",3432486400,"2019"
"82章 贱金属器具、利口器、餐具及零件","澳大利亚",308442400,"2019"
"82章 贱金属器具、利口器、餐具及零件","新西兰",37338000,"2019"
"83章 贱金属杂项制品","缅甸",63312200,"2019"
"83章 贱金属杂项制品","中国香港",515755800,"2019"
"83章 贱金属杂项制品","印度",790942600,"2019"
"83章 贱金属杂项制品","印度尼西亚",525620200,"2019"
"83章 贱金属杂项制品","伊朗",110145000,"2019"
"83章 贱金属杂项制品","日本",611437400,"2019"
"83章 贱金属杂项制品","中国澳门",17931200,"2019"
"83章 贱金属杂项制品","马来西亚",587083000,"2019"
"83章 贱金属杂项制品","阿曼",22597400,"2019"
"83章 贱金属杂项制品","巴基斯坦",131660200,"2019"
"83章 贱金属杂项制品","菲律宾",284713800,"2019"
"83章 贱金属杂项制品","沙特阿拉伯",305764200,"2019"
"83章 贱金属杂项制品","新加坡",451425800,"2019"
"83章 贱金属杂项制品","韩国",380861600,"2019"
"83章 贱金属杂项制品","泰国",333636800,"2019"
"83章 贱金属杂项制品","土耳其",107895200,"2019"
"83章 贱金属杂项制品","阿拉伯联合酋长国",348794600,"2019"
"83章 贱金属杂项制品","越南",897625400,"2019"
"83章 贱金属杂项制品","中国台湾",164309600,"2019"
"83章 贱金属杂项制品","哈萨克斯坦",106832600,"2019"
"83章 贱金属杂项制品","南非",148747200,"2019"
"83章 贱金属杂项制品","欧洲联盟",3654679000,"2019"
"83章 贱金属杂项制品","比利时",113275400,"2019"
"83章 贱金属杂项制品","丹麦",58996000,"2019"
"83章 贱金属杂项制品","英国",703754800,"2019"
"83章 贱金属杂项制品","德国",682425800,"2019"
"83章 贱金属杂项制品","法国",332010000,"2019"
"83章 贱金属杂项制品","意大利",293874000,"2019"
"83章 贱金属杂项制品","荷兰",310065000,"2019"
"83章 贱金属杂项制品","西班牙",263755800,"2019"
"83章 贱金属杂项制品","奥地利",19115600,"2019"
"83章 贱金属杂项制品","芬兰",31078600,"2019"
"83章 贱金属杂项制品","瑞典",109184600,"2019"
"83章 贱金属杂项制品","罗马尼亚",51154600,"2019"
"83章 贱金属杂项制品","瑞士",25726400,"2019"
"83章 贱金属杂项制品","俄罗斯联邦",450697800,"2019"
"83章 贱金属杂项制品","乌克兰",79711800,"2019"
"83章 贱金属杂项制品","阿根廷",46684400,"2019"
"83章 贱金属杂项制品","巴西",322733600,"2019"
"83章 贱金属杂项制品","智 利",100829400,"2019"
"83章 贱金属杂项制品","加拿大",438582200,"2019"
"83章 贱金属杂项制品","美国",3434457600,"2019"
"83章 贱金属杂项制品","澳大利亚",330206800,"2019"
"83章 贱金属杂项制品","新西兰",56753200,"2019"
"第16类 机电、音像设备及其零件、附件","缅甸",2947644000,"2019"
"第16类 机电、音像设备及其零件、附件","中国香港",185050444600,"2019"
"第16类 机电、音像设备及其零件、附件","印度",33185279400,"2019"
"第16类 机电、音像设备及其零件、附件","印度尼西亚",16955640800,"2019"
"第16类 机电、音像设备及其零件、附件","伊朗",3198032600,"2019"
"第16类 机电、音像设备及其零件、附件","日本",56605592400,"2019"
"第16类 机电、音像设备及其零件、附件","中国澳门",395837400,"2019"
"第16类 机电、音像设备及其零件、附件","马来西亚",19872489000,"2019"
"第16类 机电、音像设备及其零件、附件","阿曼",891270800,"2019"
"第16类 机电、音像设备及其零件、附件","巴基斯坦",5367276600,"2019"
"第16类 机电、音像设备及其零件、附件","菲律宾",11223975000,"2019"
"第16类 机电、音像设备及其零件、附件","沙特阿拉伯",5919400200,"2019"
"第16类 机电、音像设备及其零件、附件","新加坡",21358454600,"2019"
"第16类 机电、音像设备及其零件、附件","韩国",49236430600,"2019"
"第16类 机电、音像设备及其零件、附件","泰国",16877148400,"2019"
"第16类 机电、音像设备及其零件、附件","土耳其",6716928400,"2019"
"第16类 机电、音像设备及其零件、附件","阿拉伯联合酋长国",12688673200,"2019"
"第16类 机电、音像设备及其零件、附件","越南",40279292200,"2019"
"第16类 机电、音像设备及其零件、附件","中国台湾",31296963600,"2019"
"第16类 机电、音像设备及其零件、附件","哈萨克斯坦",2949431800,"2019"
"第16类 机电、音像设备及其零件、附件","南非",5432376600,"2019"
"第16类 机电、音像设备及其零件、附件","欧洲联盟",181297579400,"2019"
"第16类 机电、音像设备及其零件、附件","比利时",4419175600,"2019"
"第16类 机电、音像设备及其零件、附件","丹麦",1968246000,"2019"
"第16类 机电、音像设备及其零件、附件","英国",22126703200,"2019"
"第16类 机电、音像设备及其零件、附件","德国",35063317800,"2019"
"第16类 机电、音像设备及其零件、附件","法国",11844737800,"2019"
"第16类 机电、音像设备及其零件、附件","意大利",12331691400,"2019"
"第16类 机电、音像设备及其零件、附件","荷兰",42208699400,"2019"
"第16类 机电、音像设备及其零件、附件","西班牙",8007857200,"2019"
"第16类 机电、音像设备及其零件、附件","奥地利",1686235600,"2019"
"第16类 机电、音像设备及其零件、附件","芬兰",1313292400,"2019"
"第16类 机电、音像设备及其零件、附件","瑞典",2967155800,"2019"
"第16类 机电、音像设备及其零件、附件","罗马尼亚",1999114600,"2019"
"第16类 机电、音像设备及其零件、附件","瑞士",1666404600,"2019"
"第16类 机电、音像设备及其零件、附件","俄罗斯联邦",18154553200,"2019"
"第16类 机电、音像设备及其零件、附件","乌克兰",3000356800,"2019"
"第16类 机电、音像设备及其零件、附件","阿根廷",2873768800,"2019"
"第16类 机电、音像设备及其零件、附件","巴西",13373543400,"2019"
"第16类 机电、音像设备及其零件、附件","智 利",3535455000,"2019"
"第16类 机电、音像设备及其零件、附件","加拿大",11480914200,"2019"
"第16类 机电、音像设备及其零件、附件","美国",185984194200,"2019"
"第16类 机电、音像设备及其零件、附件","澳大利亚",16724412600,"2019"
"第16类 机电、音像设备及其零件、附件","新西兰",1390709600,"2019"
"84章 核反应堆、锅炉、机械器具及零件","缅甸",1238321000,"2019"
"84章 核反应堆、锅炉、机械器具及零件","中国香港",40520557000,"2019"
"84章 核反应堆、锅炉、机械器具及零件","印度",13719540800,"2019"
"84章 核反应堆、锅炉、机械器具及零件","印度尼西亚",8427540800,"2019"
"84章 核反应堆、锅炉、机械器具及零件","伊朗",1674247400,"2019"
"84章 核反应堆、锅炉、机械器具及零件","日本",25498551400,"2019"
"84章 核反应堆、锅炉、机械器具及零件","中国澳门",129425800,"2019"
"84章 核反应堆、锅炉、机械器具及零件","马来西亚",6131112400,"2019"
"84章 核反应堆、锅炉、机械器具及零件","阿曼",406492800,"2019"
"84章 核反应堆、锅炉、机械器具及零件","巴基斯坦",2404351600,"2019"
"84章 核反应堆、锅炉、机械器具及零件","菲律宾",3727052000,"2019"
"84章 核反应堆、锅炉、机械器具及零件","沙特阿拉伯",2564538200,"2019"
"84章 核反应堆、锅炉、机械器具及零件","新加坡",8211375200,"2019"
"84章 核反应堆、锅炉、机械器具及零件","韩国",12898047400,"2019"
"84章 核反应堆、锅炉、机械器具及零件","泰国",7736899800,"2019"
"84章 核反应堆、锅炉、机械器具及零件","土耳其",3110186800,"2019"
"84章 核反应堆、锅炉、机械器具及零件","阿拉伯联合酋长国",5151059200,"2019"
"84章 核反应堆、锅炉、机械器具及零件","越南",10817395400,"2019"
"84章 核反应堆、锅炉、机械器具及零件","中国台湾",7937724200,"2019"
"84章 核反应堆、锅炉、机械器具及零件","哈萨克斯坦",1506407000,"2019"
"84章 核反应堆、锅炉、机械器具及零件","南非",2252478200,"2019"
"84章 核反应堆、锅炉、机械器具及零件","欧洲联盟",81387762400,"2019"
"84章 核反应堆、锅炉、机械器具及零件","比利时",2468957400,"2019"
"84章 核反应堆、锅炉、机械器具及零件","丹麦",858110400,"2019"
"84章 核反应堆、锅炉、机械器具及零件","英国",9377407200,"2019"
"84章 核反应堆、锅炉、机械器具及零件","德国",17298269800,"2019"
"84章 核反应堆、锅炉、机械器具及零件","法国",5468773800,"2019"
"84章 核反应堆、锅炉、机械器具及零件","意大利",5782015400,"2019"
"84章 核反应堆、锅炉、机械器具及零件","荷兰",19498245200,"2019"
"84章 核反应堆、锅炉、机械器具及零件","西班牙",3004642200,"2019"
"84章 核反应堆、锅炉、机械器具及零件","奥地利",822218600,"2019"
"84章 核反应堆、锅炉、机械器具及零件","芬兰",506844800,"2019"
"84章 核反应堆、锅炉、机械器具及零件","瑞典",1215067000,"2019"
"84章 核反应堆、锅炉、机械器具及零件","罗马尼亚",989564800,"2019"
"84章 核反应堆、锅炉、机械器具及零件","瑞士",942288200,"2019"
"84章 核反应堆、锅炉、机械器具及零件","俄罗斯联邦",8984747800,"2019"
"84章 核反应堆、锅炉、机械器具及零件","乌克兰",1131128600,"2019"
"84章 核反应堆、锅炉、机械器具及零件","阿根廷",1114901200,"2019"
"84章 核反应堆、锅炉、机械器具及零件","巴西",4651802400,"2019"
"84章 核反应堆、锅炉、机械器具及零件","智 利",1401675800,"2019"
"84章 核反应堆、锅炉、机械器具及零件","加拿大",4844494200,"2019"
"84章 核反应堆、锅炉、机械器具及零件","美国",83364492400,"2019"
"84章 核反应堆、锅炉、机械器具及零件","澳大利亚",7976185000,"2019"
"84章 核反应堆、锅炉、机械器具及零件","新西兰",769130600,"2019"
"85章 电机、电气、音像设备及其零附件","缅甸",1709323000,"2019"
"85章 电机、电气、音像设备及其零附件","中国香港",144529887600,"2019"
"85章 电机、电气、音像设备及其零附件","印度",19465740000,"2019"
"85章 电机、电气、音像设备及其零附件","印度尼西亚",8528100000,"2019"
"85章 电机、电气、音像设备及其零附件","伊朗",1523785200,"2019"
"85章 电机、电气、音像设备及其零附件","日本",31107041000,"2019"
"85章 电机、电气、音像设备及其零附件","中国澳门",266411600,"2019"
"85章 电机、电气、音像设备及其零附件","马来西亚",13741376600,"2019"
"85章 电机、电气、音像设备及其零附件","阿曼",484778000,"2019"
"85章 电机、电气、音像设备及其零附件","巴基斯坦",2962925000,"2019"
"85章 电机、电气、音像设备及其零附件","菲律宾",7496924400,"2019"
"85章 电机、电气、音像设备及其零附件","沙特阿拉伯",3354863400,"2019"
"85章 电机、电气、音像设备及其零附件","新加坡",13147079400,"2019"
"85章 电机、电气、音像设备及其零附件","韩国",36338383200,"2019"
"85章 电机、电气、音像设备及其零附件","泰国",9140250000,"2019"
"85章 电机、电气、音像设备及其零附件","土耳其",3606741600,"2019"
"85章 电机、电气、音像设备及其零附件","阿拉伯联合酋长国",7537614000,"2019"
"85章 电机、电气、音像设备及其零附件","越南",29461896800,"2019"
"85章 电机、电气、音像设备及其零附件","中国台湾",23359239400,"2019"
"85章 电机、电气、音像设备及其零附件","哈萨克斯坦",1443024800,"2019"
"85章 电机、电气、音像设备及其零附件","南非",3179898400,"2019"
"85章 电机、电气、音像设备及其零附件","欧洲联盟",99909815600,"2019"
"85章 电机、电气、音像设备及其零附件","比利时",1950218200,"2019"
"85章 电机、电气、音像设备及其零附件","丹麦",1110135600,"2019"
"85章 电机、电气、音像设备及其零附件","英国",12749296000,"2019"
"85章 电机、电气、音像设备及其零附件","德国",17765048000,"2019"
"85章 电机、电气、音像设备及其零附件","法国",6375964000,"2019"
"85章 电机、电气、音像设备及其零附件","意大利",6549676000,"2019"
"85章 电机、电气、音像设备及其零附件","荷兰",22710454200,"2019"
"85章 电机、电气、音像设备及其零附件","西班牙",5003215000,"2019"
"85章 电机、电气、音像设备及其零附件","奥地利",864017000,"2019"
"85章 电机、电气、音像设备及其零附件","芬兰",806447600,"2019"
"85章 电机、电气、音像设备及其零附件","瑞典",1752087400,"2019"
"85章 电机、电气、音像设备及其零附件","罗马尼亚",1009549800,"2019"
"85章 电机、电气、音像设备及其零附件","瑞士",724117800,"2019"
"85章 电机、电气、音像设备及其零附件","俄罗斯联邦",9169805400,"2019"
"85章 电机、电气、音像设备及其零附件","乌克兰",1869226800,"2019"
"85章 电机、电气、音像设备及其零附件","阿根廷",1758867600,"2019"
"85章 电机、电气、音像设备及其零附件","巴西",8721741000,"2019"
"85章 电机、电气、音像设备及其零附件","智 利",2133779200,"2019"
"85章 电机、电气、音像设备及其零附件","加拿大",6636420000,"2019"
"85章 电机、电气、音像设备及其零附件","美国",102619701800,"2019"
"85章 电机、电气、音像设备及其零附件","澳大利亚",8748227600,"2019"
"85章 电机、电气、音像设备及其零附件","新西兰",621579000,"2019"
"第17类 车辆、航空器、船舶及运输设备","缅甸",639063600,"2019"
"第17类 车辆、航空器、船舶及运输设备","中国香港",7205203600,"2019"
"第17类 车辆、航空器、船舶及运输设备","印度",1677876200,"2019"
"第17类 车辆、航空器、船舶及运输设备","印度尼西亚",1449194600,"2019"
"第17类 车辆、航空器、船舶及运输设备","伊朗",508565400,"2019"
"第17类 车辆、航空器、船舶及运输设备","日本",4569542600,"2019"
"第17类 车辆、航空器、船舶及运输设备","中国澳门",144058600,"2019"
"第17类 车辆、航空器、船舶及运输设备","马来西亚",1649631200,"2019"
"第17类 车辆、航空器、船舶及运输设备","阿曼",75128200,"2019"
"第17类 车辆、航空器、船舶及运输设备","巴基斯坦",393827000,"2019"
"第17类 车辆、航空器、船舶及运输设备","菲律宾",1946207200,"2019"
"第17类 车辆、航空器、船舶及运输设备","沙特阿拉伯",1403329200,"2019"
"第17类 车辆、航空器、船舶及运输设备","新加坡",5213119800,"2019"
"第17类 车辆、航空器、船舶及运输设备","韩国",2593661000,"2019"
"第17类 车辆、航空器、船舶及运输设备","泰国",1592658200,"2019"
"第17类 车辆、航空器、船舶及运输设备","土耳其",506482200,"2019"
"第17类 车辆、航空器、船舶及运输设备","阿拉伯联合酋长国",2166180800,"2019"
"第17类 车辆、航空器、船舶及运输设备","越南",1518951000,"2019"
"第17类 车辆、航空器、船舶及运输设备","中国台湾",1344445200,"2019"
"第17类 车辆、航空器、船舶及运输设备","哈萨克斯坦",689942400,"2019"
"第17类 车辆、航空器、船舶及运输设备","南非",732363800,"2019"
"第17类 车辆、航空器、船舶及运输设备","欧洲联盟",17217384800,"2019"
"第17类 车辆、航空器、船舶及运输设备","比利时",602627200,"2019"
"第17类 车辆、航空器、船舶及运输设备","丹麦",755455400,"2019"
"第17类 车辆、航空器、船舶及运输设备","英国",2247679000,"2019"
"第17类 车辆、航空器、船舶及运输设备","德国",3819181800,"2019"
"第17类 车辆、航空器、船舶及运输设备","法国",2087394400,"2019"
"第17类 车辆、航空器、船舶及运输设备","意大利",1231752200,"2019"
"第17类 车辆、航空器、船舶及运输设备","荷兰",1690749200,"2019"
"第17类 车辆、航空器、船舶及运输设备","西班牙",911451800,"2019"
"第17类 车辆、航空器、船舶及运输设备","奥地利",109051600,"2019"
"第17类 车辆、航空器、船舶及运输设备","芬兰",131898200,"2019"
"第17类 车辆、航空器、船舶及运输设备","瑞典",597437400,"2019"
"第17类 车辆、航空器、船舶及运输设备","罗马尼亚",227822000,"2019"
"第17类 车辆、航空器、船舶及运输设备","瑞士",284613000,"2019"
"第17类 车辆、航空器、船舶及运输设备","俄罗斯联邦",2579725400,"2019"
"第17类 车辆、航空器、船舶及运输设备","乌克兰",282004800,"2019"
"第17类 车辆、航空器、船舶及运输设备","阿根廷",347937800,"2019"
"第17类 车辆、航空器、船舶及运输设备","巴西",3177354600,"2019"
"第17类 车辆、航空器、船舶及运输设备","智 利",1038510200,"2019"
"第17类 车辆、航空器、船舶及运输设备","加拿大",1766076200,"2019"
"第17类 车辆、航空器、船舶及运输设备","美国",16771806800,"2019"
"第17类 车辆、航空器、船舶及运输设备","澳大利亚",1865017000,"2019"
"第17类 车辆、航空器、船舶及运输设备","新西兰",241141600,"2019"
"86章 铁道车辆；轨道装置；信号设备","缅甸",4564000,"2019"
"86章 铁道车辆；轨道装置；信号设备","中国香港",1539986000,"2019"
"86章 铁道车辆；轨道装置；信号设备","印度",287504000,"2019"
"86章 铁道车辆；轨道装置；信号设备","印度尼西亚",91338800,"2019"
"86章 铁道车辆；轨道装置；信号设备","伊朗",14138600,"2019"
"86章 铁道车辆；轨道装置；信号设备","日本",183220800,"2019"
"86章 铁道车辆；轨道装置；信号设备","中国澳门",40371800,"2019"
"86章 铁道车辆；轨道装置；信号设备","马来西亚",76218800,"2019"
"86章 铁道车辆；轨道装置；信号设备","阿曼",1911000,"2019"
"86章 铁道车辆；轨道装置；信号设备","巴基斯坦",6715800,"2019"
"86章 铁道车辆；轨道装置；信号设备","菲律宾",11650800,"2019"
"86章 铁道车辆；轨道装置；信号设备","沙特阿拉伯",22001000,"2019"
"86章 铁道车辆；轨道装置；信号设备","新加坡",366850400,"2019"
"86章 铁道车辆；轨道装置；信号设备","韩国",252494200,"2019"
"86章 铁道车辆；轨道装置；信号设备","泰国",100416400,"2019"
"86章 铁道车辆；轨道装置；信号设备","土耳其",24785600,"2019"
"86章 铁道车辆；轨道装置；信号设备","阿拉伯联合酋长国",35656600,"2019"
"86章 铁道车辆；轨道装置；信号设备","越南",17362800,"2019"
"86章 铁道车辆；轨道装置；信号设备","中国台湾",237844600,"2019"
"86章 铁道车辆；轨道装置；信号设备","哈萨克斯坦",25799200,"2019"
"86章 铁道车辆；轨道装置；信号设备","南非",24654000,"2019"
"86章 铁道车辆；轨道装置；信号设备","欧洲联盟",2115727600,"2019"
"86章 铁道车辆；轨道装置；信号设备","比利时",23857400,"2019"
"86章 铁道车辆；轨道装置；信号设备","丹麦",479607800,"2019"
"86章 铁道车辆；轨道装置；信号设备","英国",272382600,"2019"
"86章 铁道车辆；轨道装置；信号设备","德国",387444400,"2019"
"86章 铁道车辆；轨道装置；信号设备","法国",363465200,"2019"
"86章 铁道车辆；轨道装置；信号设备","意大利",212921800,"2019"
"86章 铁道车辆；轨道装置；信号设备","荷兰",217565600,"2019"
"86章 铁道车辆；轨道装置；信号设备","西班牙",47857600,"2019"
"86章 铁道车辆；轨道装置；信号设备","奥地利",13367200,"2019"
"86章 铁道车辆；轨道装置；信号设备","芬兰",5857600,"2019"
"86章 铁道车辆；轨道装置；信号设备","瑞典",6746600,"2019"
"86章 铁道车辆；轨道装置；信号设备","罗马尼亚",1208200,"2019"
"86章 铁道车辆；轨道装置；信号设备","瑞士",197709400,"2019"
"86章 铁道车辆；轨道装置；信号设备","俄罗斯联邦",169997800,"2019"
"86章 铁道车辆；轨道装置；信号设备","乌克兰",5245800,"2019"
"86章 铁道车辆；轨道装置；信号设备","阿根廷",15818600,"2019"
"86章 铁道车辆；轨道装置；信号设备","巴西",107833600,"2019"
"86章 铁道车辆；轨道装置；信号设备","智 利",43188600,"2019"
"86章 铁道车辆；轨道装置；信号设备","加拿大",111374200,"2019"
"86章 铁道车辆；轨道装置；信号设备","美国",1677281200,"2019"
"86章 铁道车辆；轨道装置；信号设备","澳大利亚",346921400,"2019"
"86章 铁道车辆；轨道装置；信号设备","新西兰",43523200,"2019"
"87章 车辆及其零附件，但铁道车辆除外","缅甸",616536200,"2019"
"87章 车辆及其零附件，但铁道车辆除外","中国香港",741101200,"2019"
"87章 车辆及其零附件，但铁道车辆除外","印度",1375610600,"2019"
"87章 车辆及其零附件，但铁道车辆除外","印度尼西亚",1138442200,"2019"
"87章 车辆及其零附件，但铁道车辆除外","伊朗",491428000,"2019"
"87章 车辆及其零附件，但铁道车辆除外","日本",4227301400,"2019"
"87章 车辆及其零附件，但铁道车辆除外","中国澳门",28331800,"2019"
"87章 车辆及其零附件，但铁道车辆除外","马来西亚",1394687000,"2019"
"87章 车辆及其零附件，但铁道车辆除外","阿曼",72882600,"2019"
"87章 车辆及其零附件，但铁道车辆除外","巴基斯坦",328043800,"2019"
"87章 车辆及其零附件，但铁道车辆除外","菲律宾",1692294800,"2019"
