"type","country","total_amount","year"
"第2类 植物产品","澳大利亚",267393000,"2023"
"第2类 植物产品","新西兰",63516600,"2023"
"06章 活植物；茎、根；插花、簇叶","缅甸",2447200,"2023"
"06章 活植物；茎、根；插花、簇叶","中国香港",14533400,"2023"
"06章 活植物；茎、根；插花、簇叶","印度",12227600,"2023"
"06章 活植物；茎、根；插花、簇叶","印度尼西亚",1843800,"2023"
"06章 活植物；茎、根；插花、簇叶","伊朗",120400,"2023"
"06章 活植物；茎、根；插花、簇叶","日本",110206600,"2023"
"06章 活植物；茎、根；插花、簇叶","中国澳门",4390400,"2023"
"06章 活植物；茎、根；插花、簇叶","马来西亚",8023400,"2023"
"06章 活植物；茎、根；插花、簇叶","阿曼",196000,"2023"
"06章 活植物；茎、根；插花、簇叶","巴基斯坦",0,"2023"
"06章 活植物；茎、根；插花、簇叶","菲律宾",10607800,"2023"
"06章 活植物；茎、根；插花、簇叶","沙特阿拉伯",6132000,"2023"
"06章 活植物；茎、根；插花、簇叶","新加坡",13003200,"2023"
"06章 活植物；茎、根；插花、簇叶","韩国",71874600,"2023"
"06章 活植物；茎、根；插花、簇叶","泰国",24228400,"2023"
"06章 活植物；茎、根；插花、簇叶","土耳其",3915800,"2023"
"06章 活植物；茎、根；插花、簇叶","阿拉伯联合酋长国",10092600,"2023"
"06章 活植物；茎、根；插花、簇叶","越南",32656400,"2023"
"06章 活植物；茎、根；插花、簇叶","中国台湾",2643200,"2023"
"06章 活植物；茎、根；插花、簇叶","哈萨克斯坦",980000,"2023"
"06章 活植物；茎、根；插花、簇叶","南非",596400,"2023"
"06章 活植物；茎、根；插花、簇叶","欧洲联盟",68796000,"2023"
"06章 活植物；茎、根；插花、簇叶","比利时",3381000,"2023"
"06章 活植物；茎、根；插花、簇叶","丹麦",849800,"2023"
"06章 活植物；茎、根；插花、簇叶","英国",2662800,"2023"
"06章 活植物；茎、根；插花、簇叶","德国",8097600,"2023"
"06章 活植物；茎、根；插花、簇叶","法国",3350200,"2023"
"06章 活植物；茎、根；插花、簇叶","意大利",2791600,"2023"
"06章 活植物；茎、根；插花、簇叶","荷兰",40121200,"2023"
"06章 活植物；茎、根；插花、簇叶","西班牙",6545000,"2023"
"06章 活植物；茎、根；插花、簇叶","奥地利",0,"2023"
"06章 活植物；茎、根；插花、簇叶","芬兰",15400,"2023"
"06章 活植物；茎、根；插花、簇叶","瑞典",884800,"2023"
"06章 活植物；茎、根；插花、簇叶","罗马尼亚",50400,"2023"
"06章 活植物；茎、根；插花、簇叶","瑞士",32200,"2023"
"06章 活植物；茎、根；插花、簇叶","俄罗斯",3728200,"2023"
"06章 活植物；茎、根；插花、簇叶","乌克兰",14000,"2023"
"06章 活植物；茎、根；插花、簇叶","阿根廷",140000,"2023"
"06章 活植物；茎、根；插花、簇叶","巴西",355600,"2023"
"06章 活植物；茎、根；插花、簇叶","智  利",554400,"2023"
"06章 活植物；茎、根；插花、簇叶","加拿大",5139400,"2023"
"06章 活植物；茎、根；插花、簇叶","美国",78514800,"2023"
"06章 活植物；茎、根；插花、簇叶","澳大利亚",14068600,"2023"
"06章 活植物；茎、根；插花、簇叶","新西兰",1272600,"2023"
"07章 食用蔬菜、根及块茎","缅甸",10162600,"2023"
"07章 食用蔬菜、根及块茎","中国香港",2043756400,"2023"
"07章 食用蔬菜、根及块茎","印度",28939400,"2023"
"07章 食用蔬菜、根及块茎","印度尼西亚",678925800,"2023"
"07章 食用蔬菜、根及块茎","伊朗",140000,"2023"
"07章 食用蔬菜、根及块茎","日本",1354735200,"2023"
"07章 食用蔬菜、根及块茎","中国澳门",25139800,"2023"
"07章 食用蔬菜、根及块茎","马来西亚",777842800,"2023"
"07章 食用蔬菜、根及块茎","阿曼",14960400,"2023"
"07章 食用蔬菜、根及块茎","巴基斯坦",38568600,"2023"
"07章 食用蔬菜、根及块茎","菲律宾",156417800,"2023"
"07章 食用蔬菜、根及块茎","沙特阿拉伯",73831800,"2023"
"07章 食用蔬菜、根及块茎","新加坡",104995800,"2023"
"07章 食用蔬菜、根及块茎","韩国",643325200,"2023"
"07章 食用蔬菜、根及块茎","泰国",574431200,"2023"
"07章 食用蔬菜、根及块茎","土耳其",12699400,"2023"
"07章 食用蔬菜、根及块茎","阿拉伯联合酋长国",134087800,"2023"
"07章 食用蔬菜、根及块茎","越南",1386768600,"2023"
"07章 食用蔬菜、根及块茎","中国台湾",68189800,"2023"
"07章 食用蔬菜、根及块茎","哈萨克斯坦",15965600,"2023"
"07章 食用蔬菜、根及块茎","南非",19945800,"2023"
"07章 食用蔬菜、根及块茎","欧洲联盟",615706000,"2023"
"07章 食用蔬菜、根及块茎","比利时",63712600,"2023"
"07章 食用蔬菜、根及块茎","丹麦",6431600,"2023"
"07章 食用蔬菜、根及块茎","英国",113754200,"2023"
"07章 食用蔬菜、根及块茎","德国",99328600,"2023"
"07章 食用蔬菜、根及块茎","法国",53428200,"2023"
"07章 食用蔬菜、根及块茎","意大利",101082800,"2023"
"07章 食用蔬菜、根及块茎","荷兰",167340600,"2023"
"07章 食用蔬菜、根及块茎","西班牙",54444600,"2023"
"07章 食用蔬菜、根及块茎","奥地利",327600,"2023"
"07章 食用蔬菜、根及块茎","芬兰",816200,"2023"
"07章 食用蔬菜、根及块茎","瑞典",4405800,"2023"
"07章 食用蔬菜、根及块茎","罗马尼亚",4428200,"2023"
"07章 食用蔬菜、根及块茎","瑞士",3603600,"2023"
"07章 食用蔬菜、根及块茎","俄罗斯",294868000,"2023"
"07章 食用蔬菜、根及块茎","乌克兰",5517400,"2023"
"07章 食用蔬菜、根及块茎","阿根廷",5863200,"2023"
"07章 食用蔬菜、根及块茎","巴西",88278400,"2023"
"07章 食用蔬菜、根及块茎","智  利",30196600,"2023"
"07章 食用蔬菜、根及块茎","加拿大",125115200,"2023"
"07章 食用蔬菜、根及块茎","美国",610083600,"2023"
"07章 食用蔬菜、根及块茎","澳大利亚",83354600,"2023"
"07章 食用蔬菜、根及块茎","新西兰",27032600,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","缅甸",44475200,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","中国香港",393471400,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","印度",34088600,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","印度尼西亚",545031200,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","伊朗",532000,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","日本",117173000,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","中国澳门",10694600,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","马来西亚",213127600,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","阿曼",1352400,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","巴基斯坦",39064200,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","菲律宾",322327600,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","沙特阿拉伯",18086600,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","新加坡",90938400,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","韩国",43400000,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","泰国",620846800,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","土耳其",34062000,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","阿拉伯联合酋长国",145202400,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","越南",1259998600,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","中国台湾",30844800,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","哈萨克斯坦",18212600,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","南非",1318800,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","欧洲联盟",302372000,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","比利时",4730600,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","丹麦",567000,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","英国",34021400,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","德国",100013200,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","法国",13078800,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","意大利",18524800,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","荷兰",102499600,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","西班牙",13816600,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","奥地利",135800,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","芬兰",1400,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","瑞典",1412600,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","罗马尼亚",9919000,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","瑞士",12600,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","俄罗斯",277858000,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","乌克兰",7600600,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","阿根廷",532000,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","巴西",4586400,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","智  利",6925800,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","加拿大",68693800,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","美国",243980800,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","澳大利亚",53923800,"2023"
"08章 食用水果及坚果；甜瓜等水果的果皮","新西兰",9559200,"2023"
"09章 咖啡、茶、马黛茶及调味香料","缅甸",2751000,"2023"
"09章 咖啡、茶、马黛茶及调味香料","中国香港",277419800,"2023"
"09章 咖啡、茶、马黛茶及调味香料","印度",67891600,"2023"
"09章 咖啡、茶、马黛茶及调味香料","印度尼西亚",36149400,"2023"
"09章 咖啡、茶、马黛茶及调味香料","伊朗",19807200,"2023"
"09章 咖啡、茶、马黛茶及调味香料","日本",189364000,"2023"
"09章 咖啡、茶、马黛茶及调味香料","中国澳门",2787400,"2023"
"09章 咖啡、茶、马黛茶及调味香料","马来西亚",349539400,"2023"
"09章 咖啡、茶、马黛茶及调味香料","阿曼",6995800,"2023"
"09章 咖啡、茶、马黛茶及调味香料","巴基斯坦",33567800,"2023"
"09章 咖啡、茶、马黛茶及调味香料","菲律宾",7842800,"2023"
"09章 咖啡、茶、马黛茶及调味香料","沙特阿拉伯",59091200,"2023"
"09章 咖啡、茶、马黛茶及调味香料","新加坡",23934400,"2023"
"09章 咖啡、茶、马黛茶及调味香料","韩国",84231000,"2023"
"09章 咖啡、茶、马黛茶及调味香料","泰国",87682000,"2023"
"09章 咖啡、茶、马黛茶及调味香料","土耳其",16287600,"2023"
"09章 咖啡、茶、马黛茶及调味香料","阿拉伯联合酋长国",123124400,"2023"
"09章 咖啡、茶、马黛茶及调味香料","越南",187860400,"2023"
"09章 咖啡、茶、马黛茶及调味香料","中国台湾",26987800,"2023"
"09章 咖啡、茶、马黛茶及调味香料","哈萨克斯坦",7628600,"2023"
"09章 咖啡、茶、马黛茶及调味香料","南非",17355800,"2023"
"09章 咖啡、茶、马黛茶及调味香料","欧洲联盟",488446000,"2023"
"09章 咖啡、茶、马黛茶及调味香料","比利时",20137600,"2023"
"09章 咖啡、茶、马黛茶及调味香料","丹麦",620200,"2023"
"09章 咖啡、茶、马黛茶及调味香料","英国",64492400,"2023"
"09章 咖啡、茶、马黛茶及调味香料","德国",69231400,"2023"
"09章 咖啡、茶、马黛茶及调味香料","法国",26147800,"2023"
"09章 咖啡、茶、马黛茶及调味香料","意大利",12177200,"2023"
"09章 咖啡、茶、马黛茶及调味香料","荷兰",120936200,"2023"
"09章 咖啡、茶、马黛茶及调味香料","西班牙",193712400,"2023"
"09章 咖啡、茶、马黛茶及调味香料","奥地利",28000,"2023"
"09章 咖啡、茶、马黛茶及调味香料","芬兰",217000,"2023"
"09章 咖啡、茶、马黛茶及调味香料","瑞典",1079400,"2023"
"09章 咖啡、茶、马黛茶及调味香料","罗马尼亚",6186600,"2023"
"09章 咖啡、茶、马黛茶及调味香料","瑞士",3193400,"2023"
"09章 咖啡、茶、马黛茶及调味香料","俄罗斯",84190400,"2023"
"09章 咖啡、茶、马黛茶及调味香料","乌克兰",4762800,"2023"
"09章 咖啡、茶、马黛茶及调味香料","阿根廷",3614800,"2023"
"09章 咖啡、茶、马黛茶及调味香料","巴西",14744800,"2023"
"09章 咖啡、茶、马黛茶及调味香料","智  利",3998400,"2023"
"09章 咖啡、茶、马黛茶及调味香料","加拿大",46648000,"2023"
"09章 咖啡、茶、马黛茶及调味香料","美国",250579000,"2023"
"09章 咖啡、茶、马黛茶及调味香料","澳大利亚",11706800,"2023"
"09章 咖啡、茶、马黛茶及调味香料","新西兰",928200,"2023"
"10章 谷物","缅甸",98000,"2023"
"10章 谷物","中国香港",16494800,"2023"
"10章 谷物","印度",0,"2023"
"10章 谷物","印度尼西亚",863800,"2023"
"10章 谷物","伊朗",2800,"2023"
"10章 谷物","日本",97153000,"2023"
"10章 谷物","中国澳门",1229200,"2023"
"10章 谷物","马来西亚",254800,"2023"
"10章 谷物","阿曼",0,"2023"
"10章 谷物","巴基斯坦",35848400,"2023"
"10章 谷物","菲律宾",38535000,"2023"
"10章 谷物","沙特阿拉伯",0,"2023"
"10章 谷物","新加坡",138600,"2023"
"10章 谷物","韩国",124426400,"2023"
"10章 谷物","泰国",648200,"2023"
"10章 谷物","土耳其",100133600,"2023"
"10章 谷物","阿拉伯联合酋长国",240800,"2023"
"10章 谷物","越南",23634800,"2023"
"10章 谷物","中国台湾",478800,"2023"
"10章 谷物","哈萨克斯坦",1094800,"2023"
"10章 谷物","南非",26600,"2023"
"10章 谷物","欧洲联盟",3561600,"2023"
"10章 谷物","比利时",336000,"2023"
"10章 谷物","丹麦",4200,"2023"
"10章 谷物","英国",509600,"2023"
"10章 谷物","德国",1513400,"2023"
"10章 谷物","法国",334600,"2023"
"10章 谷物","意大利",219800,"2023"
"10章 谷物","荷兰",249200,"2023"
"10章 谷物","西班牙",127400,"2023"
"10章 谷物","奥地利",0,"2023"
"10章 谷物","芬兰",0,"2023"
"10章 谷物","瑞典",25200,"2023"
"10章 谷物","罗马尼亚",0,"2023"
"10章 谷物","瑞士",0,"2023"
"10章 谷物","俄罗斯",13199200,"2023"
"10章 谷物","乌克兰",1400,"2023"
"10章 谷物","阿根廷",0,"2023"
"10章 谷物","巴西",14000,"2023"
"10章 谷物","智  利",40600,"2023"
"10章 谷物","加拿大",327600,"2023"
"10章 谷物","美国",735000,"2023"
"10章 谷物","澳大利亚",389200,"2023"
"10章 谷物","新西兰",99400,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","缅甸",39750200,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","中国香港",55372800,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","印度",18919600,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","印度尼西亚",6146000,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","伊朗",28000,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","日本",57150800,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","中国澳门",4516400,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","马来西亚",25485600,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","阿曼",29400,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","巴基斯坦",4272800,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","菲律宾",16364600,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","沙特阿拉伯",11085200,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","新加坡",6290200,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","韩国",59294200,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","泰国",138521600,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","土耳其",78400,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","阿拉伯联合酋长国",1649200,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","越南",39897200,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","中国台湾",28525000,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","哈萨克斯坦",91000,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","南非",3368400,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","欧洲联盟",123190200,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","比利时",50400,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","丹麦",2800,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","英国",1162000,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","德国",1555400,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","法国",204400,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","意大利",474600,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","荷兰",119093800,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","西班牙",770000,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","奥地利",16800,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","芬兰",0,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","瑞典",109200,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","罗马尼亚",43400,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","瑞士",1125600,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","俄罗斯",3262000,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","乌克兰",0,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","阿根廷",394800,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","巴西",13371400,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","智  利",19733000,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","加拿大",3269000,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","美国",17830400,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","澳大利亚",28844200,"2023"
"11章 制粉工业产品；麦芽；淀粉等；","新西兰",6003200,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","缅甸",11310600,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","中国香港",177370200,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","印度",25972800,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","印度尼西亚",23557800,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","伊朗",127565200,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","日本",356575800,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","中国澳门",3658200,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","马来西亚",73658200,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","阿曼",176400,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","巴基斯坦",13771800,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","菲律宾",12639200,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","沙特阿拉伯",40520200,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","新加坡",35015400,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","韩国",372387400,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","泰国",85204000,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","土耳其",112372400,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","阿拉伯联合酋长国",63107800,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","越南",204649200,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","中国台湾",178533600,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","哈萨克斯坦",24169600,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","南非",2378600,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","欧洲联盟",442881600,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","比利时",6001800,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","丹麦",4478600,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","英国",45491600,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","德国",96744200,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","法国",17704400,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","意大利",24878000,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","荷兰",98389200,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","西班牙",114494800,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","奥地利",61600,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","芬兰",886200,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","瑞典",4253200,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","罗马尼亚",3850000,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","瑞士",196000,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","俄罗斯",99241800,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","乌克兰",960400,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","阿根廷",1160600,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","巴西",8566600,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","智  利",4578000,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","加拿大",56341600,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","美国",146440000,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","澳大利亚",26754000,"2023"
"12章 油籽；子仁；工业或药用植物；饲料","新西兰",5836600,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","缅甸",9623600,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","中国香港",293403600,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","印度",46296600,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","印度尼西亚",38633000,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","伊朗",6774600,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","日本",232387400,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","中国澳门",51800,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","马来西亚",86038400,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","阿曼",305200,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","巴基斯坦",12705000,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","菲律宾",33675600,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","沙特阿拉伯",1463000,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","新加坡",5191200,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","韩国",81013800,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","泰国",83024200,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","土耳其",21296800,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","阿拉伯联合酋长国",4988200,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","越南",64640800,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","中国台湾",28480200,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","哈萨克斯坦",1465800,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","南非",4909800,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","欧洲联盟",393664600,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","比利时",9741200,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","丹麦",13123600,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","英国",23865800,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","德国",82545400,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","法国",25606000,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","意大利",57617000,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","荷兰",40171600,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","西班牙",106120000,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","奥地利",471800,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","芬兰",366800,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","瑞典",743400,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","罗马尼亚",5811400,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","瑞士",1636600,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","俄罗斯",108910200,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","乌克兰",4460400,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","阿根廷",9969400,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","巴西",22170400,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","智  利",16395400,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","加拿大",29279600,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","美国",380006200,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","澳大利亚",42074200,"2023"
"13章 虫胶；树胶、树脂及其他植物液、汁","新西兰",11706800,"2023"
"14章 编结用植物材料；其他植物产品","缅甸",1400,"2023"
"14章 编结用植物材料；其他植物产品","中国香港",14774200,"2023"
"14章 编结用植物材料；其他植物产品","印度",509600,"2023"
"14章 编结用植物材料；其他植物产品","印度尼西亚",3648400,"2023"
"14章 编结用植物材料；其他植物产品","伊朗",0,"2023"
"14章 编结用植物材料；其他植物产品","日本",22071000,"2023"
"14章 编结用植物材料；其他植物产品","中国澳门",239400,"2023"
"14章 编结用植物材料；其他植物产品","马来西亚",9849000,"2023"
"14章 编结用植物材料；其他植物产品","阿曼",1400,"2023"
"14章 编结用植物材料；其他植物产品","巴基斯坦",16800,"2023"
"14章 编结用植物材料；其他植物产品","菲律宾",3133200,"2023"
"14章 编结用植物材料；其他植物产品","沙特阿拉伯",1244600,"2023"
"14章 编结用植物材料；其他植物产品","新加坡",4762800,"2023"
"14章 编结用植物材料；其他植物产品","韩国",28694400,"2023"
"14章 编结用植物材料；其他植物产品","泰国",15155000,"2023"
"14章 编结用植物材料；其他植物产品","土耳其",1912400,"2023"
"14章 编结用植物材料；其他植物产品","阿拉伯联合酋长国",876400,"2023"
"14章 编结用植物材料；其他植物产品","越南",2626400,"2023"
"14章 编结用植物材料；其他植物产品","中国台湾",23945600,"2023"
"14章 编结用植物材料；其他植物产品","哈萨克斯坦",372400,"2023"
"14章 编结用植物材料；其他植物产品","南非",175000,"2023"
"14章 编结用植物材料；其他植物产品","欧洲联盟",77964600,"2023"
"14章 编结用植物材料；其他植物产品","比利时",3061800,"2023"
"14章 编结用植物材料；其他植物产品","丹麦",1579200,"2023"
"14章 编结用植物材料；其他植物产品","英国",5278000,"2023"
"14章 编结用植物材料；其他植物产品","德国",4932200,"2023"
"14章 编结用植物材料；其他植物产品","法国",3882200,"2023"
"14章 编结用植物材料；其他植物产品","意大利",8394400,"2023"
"14章 编结用植物材料；其他植物产品","荷兰",30405200,"2023"
"14章 编结用植物材料；其他植物产品","西班牙",10463600,"2023"
"14章 编结用植物材料；其他植物产品","奥地利",8400,"2023"
"14章 编结用植物材料；其他植物产品","芬兰",39200,"2023"
"14章 编结用植物材料；其他植物产品","瑞典",225400,"2023"
"14章 编结用植物材料；其他植物产品","罗马尼亚",1040200,"2023"
"14章 编结用植物材料；其他植物产品","瑞士",119000,"2023"
"14章 编结用植物材料；其他植物产品","俄罗斯",8166200,"2023"
"14章 编结用植物材料；其他植物产品","乌克兰",586600,"2023"
"14章 编结用植物材料；其他植物产品","阿根廷",480200,"2023"
"14章 编结用植物材料；其他植物产品","巴西",362600,"2023"
"14章 编结用植物材料；其他植物产品","智  利",175000,"2023"
"14章 编结用植物材料；其他植物产品","加拿大",3809400,"2023"
"14章 编结用植物材料；其他植物产品","美国",16553600,"2023"
"14章 编结用植物材料；其他植物产品","澳大利亚",6274800,"2023"
"14章 编结用植物材料；其他植物产品","新西兰",1078000,"2023"
